Date,Message,Profile,Network,Like,comment,Shares,interaction rate,Message-ID,Profile-ID,Link
10/16/2025,"✨ Moje aktuální vlasová rutina ✨
Už nějakou dobu používám produkty od značky Martom šampon, kondicionér a vlasový sprej, který dodá vlasům hydrataci a usnadní jejich úpravu ????‍♀️

Co si opravdu zamilujete, je ta vůně! ??
Připadám si pokaždé, jako bych byla na wellness proceduře ??a přesně tak by měl vypadat každý haircare moment. ??✨ koupíte na salononline_czsk 
Produkty: 
Šampon - MIST, hydratační a výživný šampon, který dodá suchým vlasům hydrataci, pružnost a lesk
Maska - FRAME, proti krepatění vhodná pro suché vlasy bez lesku
Kondicionér- AQUA, dodává vlasům hlubokou hydrataci, hebkost a lesk.
Vlasová mlha- EMERY s hydratační a uhlazující silou. Chrání před poškozením stylingem

*spolupráce #HairCareRoutine #WellnessVibes",Barbora Stříteská ??,INSTAGRAM,2367,1,2368,0.75%,1.81025E+16,637695046,https://www.instagram.com/reel/DP3zsmBgo-_/
10/6/2025,"Los amantes del retro basket pueden a la vez subdividirse en fans de ciertas marcas y siluetas,
incluso quiénes son adeptos al jumpman23 no pueden ponerse de acuerdo en cuál es la mejor época de diseño de toda la línea de Jordan, pero convergen en que el 8 es un modelo representativo que marca la división en toda la saga. 

El Aqua es un colorway especial y no podíamos dejarlo pasar. 

¿Eres fan del Jordan 8?

#pisadossevenmaschidos #gotitonstockx #jordan8",Laced Up,INSTAGRAM,2333,33,2366,1.69%,1.80225E+16,3463617749,https://www.instagram.com/reel/DPfEgGnian4/
10/24/2025,"?? ✨ รวมไว้ให้แล้ว! ไฮไลต์งาน “สีฐานเฟสติวัล นานาชาติ 2568” ตลอด 3 วัน
.
กลับมาอีกครั้งกับ Sithan KKU Festival สีฐานเฟสติวัล เทศกาลลอยกระทงสุดยิ่งใหญ่ของชาวมอดินแดง ภายใต้ธีม ”สีฐานนวธารา หิมาลายัน“ จากดินแดนปลายน้ำ สู่ดินแดนต้นน้ำ การบรรจบของวัฒนธรรมลุ่มน้ำโขงกับเสน่ห์หิมาลัย 
.
ไฮไลต์ห้ามพลาด
— เซอร์ไพรส์สุดพิเศษจาก vivo Friends “เก่ง–น้ำปิง”
— จุดถ่ายรูปสุดอลังการ ทิวโคมไฟ กระทงบก เรือไฟกลางน้ำ
— ขบวนแห่สีฐานสุดยิ่งใหญ่ตลอด 3 วัน (3 พ.ย. แห่พระบรมสารีริกธาตุ | 4 พ.ย. แห่คานิวัล | 5 พ.ย. แห่ของ 16 คณะ)
— การประกวด Miss Aqua International 2025 “มณีจันทรา ธาราแห่งหิมาลัย (ชะนีมีมนต์)”
— KKU MUSIC AWARDS 2025 การประกวดวงดนตรีร่วมสมัย “New Isan”
— ฟ้อนลำแคนคอนเทสต์ ครั้งที่ 13
— ดาวรุ่งลูกทุ่งมอดินแดง ครั้งที่ 7 
— MISS KKU ANGEL 2025 “The Radiate Within”
— นิทรรศการบ้านผีสิงครั้งที่ 9 พิพิธภัณฑ์ป่าต้องสาป
— ขบวนศิลปวัฒนธรรมล้านนาจาก มหาวิทยาลัยเชียงใหม่
— เทศกาลหน้ากากและละครหุ่นนานาชาติ ครั้งที่ 1
— หมอลำม่วนๆ สวนสนุกสีฐานเฟสติวัล
— นิทรรศการ หนังกลางแปลง สวนสนุก บูธนักศึกษา และร้านค้าอาหารเพียบ
.
สีฐานเฟสติวัล นานาชาติ 2568
?? 3 - 5 พฤศจิกายน 2568
?? บึงสีฐาน มหาวิทยาลัยขอนแก่น

_____
#KHONKAENLETSGO #ขอนแก่นแล่นโลด #สีฐานนานาชาติเฟสติวัล #SithanFestival #สีฐานเฟสติวัล",#ขอนแก่นแล่นโลด,INSTAGRAM,2337,3,2340,40.05%,1.81155E+16,48281679244,https://www.instagram.com/p/DQLXneQD5Hr/
10/6/2025,"#MINIGAME TRUY TÌM THÔNG ĐIỆP NGẪU NHIÊN TỪ ANH TÚ!

Bạn có tò mò Anh Tú sẽ muốn nhắn nhủ điều gì đến bạn không? ??
Vừa chơi game vừa nhận quà xịn từ Cell Fusion C, còn chờ gì nữa mà không tham gia ngay nào!

?? Thể lệ siêu đơn giản:
1️⃣ Like và follow fanpage AB Beauty World
2️⃣ Comment dưới bài viết thông điệp ngẫu nhiên mà Anh Tú muốn gửi đến bạn kèm 1 số may mắn từ 100-999 và tag 2 người bạn
3️⃣ Share bài viết về trang cá nhân kèm hashtag: #ABBW #ABBeautyWorld #CellFusionC 

⭐ Phần thưởng cực hấp dẫn:
?? Giải Nhất: 1 Kem Chống Nắng Brightening Tone Up (50ml) + 1 Cica Cooling Pad
?? Giải Nhì: 1 Kem Chống Nắng Aqua Tone Up (50ml) + 1 hộp Cica Cooling Mask 
?? Giải Ba: 1 Dark Spot Serum (30ml)

⏰ Thời gian kết thúc: 10.10.2025
?? Kết quả sẽ được công bố tại fanpage vào ngày: 13.10.2025
??Lưu ý:
- ABBW sẽ lựa chọn 3 bạn may mắn trả lời đúng đáp án và thực hiện đủ các bước.
- Comment hợp lệ là comment không có dấu hiệu chỉnh sửa.
- Trong trường hợp xảy ra tranh chấp, quyết định của ABBW là quyết định cuối cùng.
??Kết quả sẽ được thông báo trực tiếp dưới bài viết này trên Fanpage của AB Beauty World. 
?? Cùng thử “bắt sóng” xem bạn có đoán đúng thông điệp Anh Tú muốn gửi không nhé! ??
---
AB BEAUTY WORLD - MY WORLD - YOUR BEAUTY
Mua hàng ngay tại:
◾ Website: abbeautyworld.com
◾ Shopee: https://shopee.vn/abbeautyworld
◾ Tiktokshop: https://vt.tiktok.com/ZMBMXu8FB/?page=TikTokShop
◾ Zalo MiniApp: zalo.me/s/4507668097276415094/
☎ Hotline: 1900 88 68 99
#ABBeautyWorld #ABBW_Sales #Sieuthimypham #Nuochoa #Skincare #Makeup #abbw #sale_10_10 #sinhnhat5tuoi #HPBD_ABBW #SinhnhatAB_SaleMely 
#sinhnhatab #salemely #birthdaybox #Happy5thBirthday #CellFusionC #CellFusionCVN #AnhTu #PhanPhoiChinhHang",AB Beauty World (VN),FACEBOOK,551,894,2321,29.78%,114764244548497_804406175893538,1.14764E+14,https://www.facebook.com/231879576479537/posts/804406175893538
10/24/2025,"Setelah video inspeksi Dedi Mulyadi (KDM) ke pabrik AQUA viral di media sosial yang menampilkan empat sumur dengan kedalaman sekitar 100 meter, gubernur Jawa Barat itu akhirnya memberikan klarifikasi.

Pernyataan ini disampaikan untuk menanggapi berbagai spekulasi publik mengenai asal air produksi AQUA yang sebelumnya sempat memicu perdebatan di media sosial.",SUKABUMI TODAY | berita update terkini,INSTAGRAM,2260,56,2316,1.01%,1.78481E+16,266907615,https://www.instagram.com/reel/DQLexHCkyzA/
10/1/2025,"Solo GRACIAS por esta noche maravillosa de Uriel Santana✨
Las formas del alma.
La mirada sobre lo que te rodea
La mirada desde el interior hacia lo de más afuera
La mirada desde no sabemos, qué es solo intuición que nos guía
La mirada que necesita y quiere explorar, las miradas y las heridas 
La mirada viva, la mirada ciega
La mirada ajena que comparte lo que mira
Desde el alma, hasta el alma a la que le da forma una mirada, la de Uriel Santana✨ @urielsantanafoto 

#DanielaRomo #LasFormasDelAlma #UrielSantana #Fotos #Familia #SesiónDeFotos #Aqua #Mexico #Compartir #Gracias",Daniela Romo,FACEBOOK,1438,123,2316,0.07%,16310792370_1337169324441184,16310792370,https://www.facebook.com/276145407210253/posts/1337169324441184
10/17/2025,"20.10 ?? SẮM NGAY ""TRỢ LÝ GIẶT GIŨ"" TẶNG NỬA YÊU THƯƠNG 

?? Máy Giặt - Máy Sấy đồng loạt SALE SỐC ĐẾN 50%++
             >> Giá chỉ từ 2.990.000đ
??Nhận thêm quà tặng hấp dẫn lên đến gần 20 triệu!!! 
(*áp dụng khi mua 1 số sản phẩm)

ƯU ĐÃI KHỦNG khi mua tại Điện Máy - Nội Thất Chợ Lớn:
        ?? Tặng Phiếu mua hàng 9 - 12 triệu
        ?? Trả góp 0% lãi suất (tùy sản phẩm)
        ?? Đổi trả lên đến 35 ngày (nếu lỗi kỹ thuật)
        ?? Miễn phí vận chuyển & bảo hiểm trị giá đến 700.000đ
TỰ TIN HOÀN TIỀN nếu siêu thị khác bán giá rẻ hơn
---

?? Máy giặt Sharp 7.5KG ES-Y75HV-S giảm 36%
       >> Giá chỉ 2.990.000đ (4̵.̵6̵9̵0̵.̵0̵0̵0̵đ̵)

?? Máy giặt Whirlpool 9.5KG VWVC9502FS giảm 50%++ 
       >> Giá chỉ 3.599.000đ (7̵.̵4̵9̵0̵.̵0̵0̵0̵đ̵)
- Thương hiệu Mỹ trên 100 năm
*Online và một số Chi nhánh

?? Máy giặt Hisense 10.5KG WT105GE30 giảm 43% 
       >> Giá chỉ 3.990.000đ (6̵.̵9̵9̵0̵.̵0̵0̵0̵đ̵)
- 1 chạm giặt AI tự động tối ưu chương trình giặt 
*Online và một số Chi nhánh

?? Máy giặt Aqua 10 Kg AQW-FR100GT.BK giảm 39% 
       >> Giá chỉ 4.990.000đ (8̵.̵1̵9̵0̵.̵0̵0̵0̵đ̵) 
- I-wash ghi nhớ chương trình giặt

?? Máy giặt Hitachi Inverter 9.5KG BD-954HVOW giảm 50% 
       >> Giá chỉ 4.990.000đ (9̵.̵9̵9̵0̵.̵0̵0̵0̵đ̵)

?? Máy giặt Electrolux Inverter 10KG EWF1025DQWB giảm 39% 
       >> Giá chỉ 6.990.000đ (1̵1̵.̵4̵9̵0̵.̵0̵0̵0̵đ̵)
- Nhập khẩu Thái Lan

?? Máy Sấy Thông Hơi Galanz 7 Kg DV-70T5C(S) giảm 47% 
       >> Giá chỉ 3.990.000đ (7̵.̵4̵9̵0̵.̵0̵0̵0̵đ̵)
?? Tặng Lọc không khí trị giá 1.5 triệu

?? Máy Sấy Thương Mại Speed Queen 15KG LES17AWF3022 giảm 48% 
       >> Giá chỉ 14.990.000đ (2̵8̵.̵9̵9̵0̵.̵0̵0̵0̵đ̵)
- Nhập khẩu 100% từ Mỹ 
- Công suất sấy lớn 
*Online và một số Chi nhánh

?? Máy Sấy Bơm Nhiệt Hitachi Inverter 10 Kg TD-100XFVEM giảm 32% 
       >> Giá chỉ 16.990.000đ (2̵4̵.̵9̵9̵0̵.̵0̵0̵0̵đ̵)
- Nhập khẩu Châu Âu 
- Sấy cảm biến bảo vệ quần áo

?? Tháp Giặt Sấy LG Inverter WashTower 25/17 Kg WT2517NHEG siêu sale bí mật
- Nhập khẩu Hàn Quốc 
- Công nghệ AI DD bảo vệ sợi vải 
- TurboWash™360˚ giặt nhanh quần áo 
?? Tặng Máy Hút Bụi LG Trị Giá 19.990.000đ 
        ?? CHECK IN STORE FOR SPECIAL PRICE

?? Nữ hoàng giặt sấy Samsung Inverter 25/15 kg WD25DB8995BZSV siêu sale bí mật
- Nhập khẩu Hàn Quốc 
- Điều khiển cảm ứng AI 
- Giặt sấy tích hợp 98 phút, không cần chuyển đồ
- Tự phân bổ nước giặt xả theo độ bẩn
        ?? CHECK IN STORE FOR SPECIAL PRICE

Chốt đơn ngay hôm nay:
➡ https://dienmaycholon.com/khuyen-mai/20-thang-10-qua-tang-nang#may-giat

--o--o--
SIÊU THỊ ĐIỆN MÁY - NỘI THẤT CHỢ LỚN
?? Website: https://dienmaycholon.com
?? Email: info@dienmaycholon.com.vn
☎ Hotline: 1900 2628
?? Hệ thống 97 chi nhánh:
https://dienmaycholon.com/he-thong-sieu-thi
--
#dienmaycholon #20thang10 #QuaTangChoNang 
#maygiat #maysay #maygiatsay",Siêu Thị Điện Máy - Nội Thất Chợ Lớn,FACEBOOK,2087,100,2300,0.23%,133085353369973_1269754661859863,1.33085E+14,https://www.facebook.com/605175251651144/posts/1269754661859863
10/24/2025,"Ketua Badan Perlindungan Konsumen Nasional (BPKN) Mufti Mubarok menyatakan pihaknya akan memanggil manajemen dan Direktur utama PT Tirta Investama selaku produsen air minum kemasan merek Aqua.

Rencana pemanggilan tersebut dilakukan setelah muncul dugaan bahwa sumber air produksi berasal dari sumur bor atau air tanah, bukan dari mata air pegunungan sebagaimana diklaim dalam iklan produk mereka selama ini.

Mufti menegaskan BPKN punya tanggung jawab moral dan hukum untuk memastikan konsumen tidak disesatkan oleh informasi yang menyesatkan. BPKN akan berkoordinasi dengan Badan Pengawas Obat dan Makanan (BPOM) serta Kementerian Perindustrian untuk memeriksa izin sumber air dan memastikan tidak ada pelanggaran terhadap standar mutu air minum dalam kemasan (AMDK).

Baca selengkapnya di tempo.co dan link in bio.

#tempodotco #tempo #Aqua #air #minum #BPKN",tempo.co by Tempo Media Group,INSTAGRAM,2004,294,2298,0.12%,1.78491E+16,310386046,https://www.instagram.com/p/DQLzsV0jBS2/
10/27/2025,Mampir ke pabrik aqua ah…,Hambaa Sahaya,INSTAGRAM,2187,83,2270,1.34%,1.83685E+16,51452118957,https://www.instagram.com/reel/DQTzPOjE0rx/
10/26/2025,"Preparate qualcosa da mangiare che qua il fatto è interessante ma anche lungo ???? ?? 

Come sempre, fatemi sapere cosa ne pensate ???? 

Prodotti Menzionati:

- Curél Boosting Hand Care Gloves
- Curél Boosting Heel Care Socks
- Curél Deep Moisture Spray
- Biodance Refreshing Sea Kelp Real Deep Mask
- Rohto Skin Aqua Serum UV
- RohtoSkin Aqua Tone Up UV Essence
- Suisai Beauty Clear Paste Wash
- Aqualabel Special Gel Cream Oil In
- Hada Labo  Gokujyun Aging Care Firming Cream
- Obagi C Clear Advanced Lotion
- Anessa Perfect UV Sunscreen Skincare Gel
- Anessa Night Sun Care Serum
- Ihada Medicated Lotion
- Elixir Retinol Power Wrinkle Smoothing Cream
- PDC Wafood Made Sake Lees Face Pack
- Sana Soy Milk Moisture 6 In 1 - Crema Gel Idratante 6 in 1
- Bioré UV Aqua Rich
- Curél Moisture Lip Care
- DHC Lip cream
- Mentholatum Melty Cream Lip
- Shiseido Revitalessence, Smoothing Matte
- Decorté Nude Matte Beige
- Canmake Illuminating Finish Powder Abloom SPF 24 PA++
- Canmake Moon Glow Highlighter
- Lion Kyusoku Jikan Cooling Sheet For Legs
- Kao MegRhythm Steam Eye Mask Lavender

#skincare #haul #japaneseskincare #japan #donki #matsumotokiyoshi #skincarehaul #skincareitalia #skincarecommunity",Roberto,INSTAGRAM,2159,104,2263,2.55%,1.80811E+16,47171434172,https://www.instagram.com/reel/DQR7deCDH4C/
10/13/2025,"ada yg udah lu coba gak??? favorit dari yg kita coba tahun ini yesss

my favs ??
sunscreen: labore acne physical sunscreen
foundation: muaq silky glow
bedak: bare minerals pro powder foundation
blush: mood matters seamless
eyeliner: judydoll skinny eyeliner
mascara: luxcrime extreme lengthening
lipgloss: somethinc tinted lip balm

nicole’s fav ❤️
sunscreen: beauty of joseon sun aqua
Foundation: loreal infallible pro cushion
Bedak: espoir 
Blush: 3ce powder blush
Eyeliner: timephoria
mascara: luxcrime extreme lengthening
Lipgloss: maybelline lifter gloss

#makeup #favorite #tanskin",livjunkie,INSTAGRAM,2219,40,2259,1.31%,1.80869E+16,1977009260,https://www.instagram.com/reel/DPveDJfj9d_/
10/4/2025,"Sagay City Deploys 11-Member Team to San Remegio and Medellin, Cebu for Relief Operations

Sagay City has dispatched a 11-person  as part of the One Negros Response Team to Municipalities of San Remegio and Medellin,, Cebu to aid in disaster relief. The team is organized into two primary operational units: Relief Distribution and Water Purification.
The members of the team are as follows:

Relief Distribution Teams
• Alpha Team Leader: Wally B. AFuang
• Pilot #1: Rowel Bacalso
• Crew: John Carlo Quinto

• Beta Team Leader: Shellamay B. Santillan
• Pilot #2: Carland Kyle
• Crew: Ranilyn B. Aguilar and Keen G. Ramos

For Operation of Aqua Cube Water Purification
TL: Engr. Joy Robert Alipoalo
Pilot: Ar ar Bendecio
Crew: John Mahilum  and Ronnie Requiron

Thank you and stay safe!",I Love Sagay,FACEBOOK,915,145,2257,2.29%,210280685730739_1220897513405877,2.10281E+14,https://www.facebook.com/611793220982979/posts/1220897513405877
10/6/2025,"??JEU CONCOURS AQUARELLE??

L’automne s’installe, les couleurs changent et l’aquarelle devient l’alliée parfaite pour immortaliser cette saison !

Aujourd'hui, tentez de remporter l'un de ces deux lots :

??Lot n°1 :
- Un set de 5 pinceaux Princeton Aqua Elite
- Une palette Sennelier Aqua Mini de 8 demi-godets
- Un carnet Canson Graduate Aquarelle format paysage (21,6 x 14 cm), au papier à grain fin

??Lot n°2 :
- Un set de 10 pinceaux Daler-Rowney
- Un set de 12 demi-godets d’aquarelles Aquafine Daler-Rowney
- Un carnet Canson Graduate Aquarelle format portrait (14 x 21,6 cm), au papier à grain fin

Pour participer :
- Être abonné·e à dalbe.fr
- Identifier 1 ami en commentaire
- Reposter cette publication en story en nous identifiant

??️ Les 2 gagnants seront annoncés le 13 Octobre !

Bonne chance à toutes et à tous !

Concours ouvert à la France Métropolitaine

#dalbe #jeuconcours #aquarelle #peinture #concoursinstagram #peindre #passionaquarelle #aquarelliste #princetonbrushes #sennelier #dalerrowney #canson #concourscreatif",Dalbe Compte Officiel,INSTAGRAM,1129,1123,2252,6.31%,1.79868E+16,2165815594,https://www.instagram.com/p/DPdWg86DM2I/
10/27/2025,"¡Domingo de mucha chamba para Alexis! ??

Después de un gran día en Foresta, hoy toca cumplir con sus responsabilidades en el torneo del Hotel Aqua, en Pádel Diamante.

Aprovechamos para recorrer una de las zonas que hace dos años fueron afectadas por el huracán Otis —un lugar que hoy simboliza la resiliencia y fuerza con la que seguimos de pie ??

¡Acompáñennos! ✌??

#alexisreina #fernandoreina #reinaiglesias #losreina",Fernando Reina Iglesias,FACEBOOK,1955,36,2240,0.67%,1596314440646303_1444118653744171,1.59631E+15,https://www.facebook.com/reel/1794004527898999/
9/30/2025,"Produtos aleatórios que todo mundo deveria ter! Mais algum pra lista? Já deixa a indicação amg… 

Produtos 
Lip rapair linhaniinasecrets 
Protetor solar Skin Aqua rohtobrasil 
Blindagem dridecosmeticos 
Base cushion oceane cor 20 
Base Age20’s cor 22n 
Cílios Impress kissnybrasil",Camila Franco,INSTAGRAM,2175,59,2234,0.39%,1.80923E+16,3247530641,https://www.instagram.com/reel/DPPgNiwgTAj/
10/23/2025,"Baru-baru ini Gubernur Jawa Barat, Dedi Mulyadi (KDM), bikin heboh setelah mengungkap fakta mengejutkan soal sumber air minum dalam kemasan (AMDK). Dalam video sidaknya yang diunggah ke YouTube (21/10/2025), KDM menemukan bahwa air kemasan yang diklaim berasal dari “mata air pegunungan” ternyata diambil dari sumur bor artesis, pengeboran tanah dalam hingga lebih dari 100 meter.

Temuan ini memicu kekhawatiran soal eksploitasi air tanah. Riset menunjukkan, di beberapa daerah industri air minum, muka air tanah turun 1–3 meter per tahun. Data 2023 bahkan mencatat Danone-AQUA menyedot sekitar 15.737 megaliter per tahun (43 ribu meter kubik per hari), sebagian besar dari akuifer vulkanik tua yang butuh waktu sangat lama untuk pulih.

Meski secara hukum legal, publik mulai mempertanyakan keberlanjutan lingkungan dan kejujuran label produk. Soalnya, iklan masih menampilkan kesan air alami dari pegunungan, padahal kenyataannya hasil boran industri.

Warganet pun langsung ramai, banyak yang merasa “tertipu” dan mulai mikir ulang soal air galon yang mereka minum tiap hari.

Gimana tanggapan kamu? Komen di bawah yaa

Silahkan tag ke teman kamu atau bagian ini ke cerita kamu sehingga kamu dapat dan menjangkau banyak orang.

Apakah kamu ingin info yang lainnya?

follow bisnismillenial dan dapatkan pembelajaran yang lainnya

#millenialeducation #suksesbutuhperjuangan #carajualanonline #bisnismillenial",BISNIS MILLENIAL,INSTAGRAM,2023,200,2223,0.24%,1.81097E+16,4489021666,https://www.instagram.com/p/DQJmx36kbIO/
10/20/2025,"AULAS DE DANÇA GRATUITAS EM SÃO BERNARDO MELHORAM A QUALIDADE DE VIDA FÍSICA E MENTAL

As aulas gratuitas de zumba oferecidas em São Bernardo têm incentivado moradores a cuidar da saúde física e mental de forma divertida. As atividades acontecem na Fábrica de Cultura 4.0 e no Parque da Juventude Città di Maróstica, reunindo dezenas de participantes em busca de bem-estar e socialização.

A professora Nara Carvalho, coordenadora do Instituto Brazolin, explica que a dança é para todos os públicos, desde que respeitados os limites individuais. “O importante é se mover e ser feliz. É só vir e participar”, afirma.

As aulas no Parque da Juventude são realizadas pelo projeto Agita Comunidade, em parceria com o Instituto Brazolin e a Secretaria de Esportes de São Bernardo. Já na Fábrica de Cultura 4.0, o projeto é promovido pela CataVento, com apoio do Governo do Estado de São Paulo e da Secretaria da Cultura, Economia e Indústrias Criativas.

Aulas fixas:
?? Fábrica de Cultura de São Bernardo (Av. Armando Ítalo Setti, 80 – Baeta Neves)
Quartas e sextas-feiras, às 15h — até a semana do Natal, com retorno em janeiro de 2026.

?? Parque da Juventude Città di Maróstica (Av. Armando Ítalo Setti, 65 – Centro)
Terças e quintas-feiras, às 19h — até 30 de novembro.

A cidade também oferece aulas descentralizadas gratuitas de zumba em centros esportivos até 30 de novembro:

Baetão – segundas e sextas, às 7h30

Ginásio Jerusalém – segundas, às 8h

Ginásio Jardim do Lago – quartas, às 8h

Ginásio Planalto – terças, às 19h

Ginásio Aqua Centro – terças e quintas, às 8h

Arena Caixa – sextas, às 7h30

Repórter: elilimaofc
agitacomunidade | institutobrazolin | naracarvalho2025

#saobernardo #zumba #danca",TV São Bernardo,INSTAGRAM,2068,142,2210,0.82%,1.80785E+16,8551588059,https://www.instagram.com/reel/DQCU05wDj2p/
10/20/2025,"Tim SAR gabungan menemukan korban terseret ombak di Pantai Padang, dalam keadaan meninggal dunia pada Senin (20/10/2025) pagi. Korban bernama Mersel (17), seorang pelajar yang berdomisili di Kelurahan Berok Nipah, Kecamatan Padang Barat.

Kepala Kantor Pencarian dan Pertolongan (Basarnas) Padang, Abdul Malik, dalam laporannya mengatakan bahwa korban ditemukan sekitar pukul 07.30 WIB, berjarak kurang lebih 100 meter dari lokasi awal dilaporkan hilang.

“Korban atas nama Mersel berhasil ditemukan oleh tim SAR gabungan dalam keadaan meninggal dunia. Setelah dievakuasi, jen4zah langsung dibawa ke rumah duka,” katanya. 

Ia mengatakan, operasi pencarian melibatkan empat Search and Rescue Unit (SRU) yang melakukan penyisiran di sektor-sektor berbeda. Unsur SAR gabungan yang terlibat terdiri dari Basarnas Padang, TNI, Polairud, BPBD, Damkar, Satpol PP, PMI, komunitas Jetski Seadoo, KSB Padang Barat, dan masyarakat sekitar.

Adapun sejumlah peralatan yang digunakan antara lain RIB 02 Padang, RIB Satrol, LCR, jetski, drone thermal, Aqua Eye, serta perahu nelayan.

Setelah korban ditemukan, dilakukan debriefing seluruh unsur gabungan, dan operasi dinyatakan selesai serta diusulkan ditutup pada pukul 08.05 WIB.

Ia mengatakan, sebelumnya, operasi pencarian telah dilakukan sejak Minggu malam (19/10) setelah Basarnas menerima laporan dari Pusdalops BPBD Kota Padang pukul 18.15 WIB. 

“Mersel dilaporkan terseret ombak saat mandi di pantai usai bermain bola bersama teman-temannya,” katanya.
.

.

.

Baca berita dan informasi menarik lainnya seputar Sumatera Barat hanya di www.sumbarkita.id atau sanak bisa klik link di bio.

Jangan lupa tag sumbarkita.id jika ada informasi menarik dan peristiwa penting dan terkini.
=================================
#sumbar #sumatrabarat #sumbarkita #peristiwa #breakingnews #tenggelam #pantaipadang",SUMBAR KITA,INSTAGRAM,2191,17,2208,0.43%,1.8061E+16,39289871539,https://www.instagram.com/reel/DQA1oS3ES4u/
10/9/2025,"Coba kasih love bomb di komen kalo kamu suka olahraga outdoor! ???? 

Kalau olahraga di outdoor, pasti pengen kulit terproteksi dari UV tapi tetap terasa nyaman. Untungnya ada Biore UV Aqua Rich yang memberikan #HighProtectionLightTexture. ✅ 

Dengan tekstur ringan dan proteksi maksimal, high-level performance sunscreen ini siap nemenin kamu untuk shine under the spotlight! ✨ 

#BioréUV #Sunscreen #StrayKids #SKZ #SKZOO #SUNLIGHTISYOURSPOTLIGHT",Biore Women Indonesia,INSTAGRAM,2170,36,2206,2.17%,1.8079E+16,4690443951,https://www.instagram.com/p/DPktI_QEUZj/
10/12/2025,"I went to satvatholistics for my AQUA SOUND BATH ?? 
Weightless in water, wrapped in healing vibrations ??✨",Olivia Anugraha,INSTAGRAM,2177,28,2205,0.69%,1.81008E+16,1804835527,https://www.instagram.com/reel/DPszon5EXUp/
10/2/2025,"Let’s kick off the festive season, shall we? ??
Outfit: ambraee_ 
Jewellery: suhana_art_and_jewels (Sourced)
Products Used:
milkmakeup Primer Stick
_studiowest_ Aqua Matte Foundation
narsissist Radiant Creamy Concealer *
rarebeauty Joy Blush *
colourpopcosmetics Loose Setting Powder
hudabeauty Wishful Bronzer
lorealparis Setting Spray
benefitindia Goof Proof Brow Pencil *
colourpopcosmetics Brow Gel
paccosmetic Vibe Eyeshadow Palette *
clinique_in High Impact Mascara *
hawtlash Rome Lashes *
reachedmars Mastani Lipstick *
* = PR
#shreyajain #festive #indian #makeup",Shreya Jain,INSTAGRAM,2170,35,2205,0.51%,1.8129E+16,353845894,https://www.instagram.com/reel/DPTwTs-gSEg/
10/6/2025,"[BIORÉ x STRAY KIDS]
__

Job siêu xịn của 8 chàng trai nhà ta đây zồi!! Mua Bioré UV Aqua Rich là được tặng kèm card Stray Kids hoặc keychain nha các STAY ơi ??

Phước dày cui mới được Bioré yêu chiều như này á. Check-in ngay với bộ merch độc quyền để ủng hộ 8 anh em nhéee ????

?? Từ 7-9/10 với MỖI ĐƠN mua Bioré UV Aqua Rich Watery Gel hoặc Bioré UV Aqua Rich Watery Essence nhận ngay quà tặng độc quyền. Cụ thể chương trình xem tại link đặt hàng trong thời gian diễn ra chương trình. Số lượng có hạn nên các bà set lịch để vào săn quà nháa

#Bioré #BioreUVAquaRich #StrayKids #SUNLIGHTISYOURSPOTLIGHT

_________________
#StrayKids #SKVNFP
#realstraykidsvn",Stray Kids Vietnamese Fanpage,FACEBOOK,788,117,2205,4.15%,160844391146740_1410075217154492,1.60844E+14,https://www.facebook.com/285722332923125/posts/1410075217154492
10/3/2025,"“ทองแท้ไม่กลัวไฟ”!!

แต่ทองแท้กลัวสิ่งต่อไปนี้

 • สารเคมีที่แรงมาก เช่น aqua regia (กรดผสมระหว่าง nitric acid + hydrochloric acid) สามารถละลายทองได้
 • ปรอท (Mercury) ทองจะทำปฏิกิริยาและกลายเป็น amalgam ได้
 • ความดัน/แรงกด ถึงทองจะแข็ง แต่ก็อ่อนกว่าหลายโลหะอื่น (เช่น เหล็ก) จึงบุบหรือขูดเป็นรอยได้ง่าย

สรุปง่าย ๆ ?? ทองแท้ ไม่กลัวน้ำ อากาศ หรือเหงื่อ แต่จะ “กลัว” สารเคมีรุนแรงกับความดันกดขูดมากกว่า","นพ.ฉัตรพล คงเฟื่องฟุ้ง ,ศัลยแพทย์พลาสติกเฉพาะทาง Chatpon Kongfeangfung,MD.",FACEBOOK,1388,71,2197,0.29%,157242321297213_1333463775456866,1.57242E+14,https://www.facebook.com/438994038237182/posts/1333463775456866
